id	sentiment	review
10103_1	-	Horrible acting with the worst special f/x I've ever bore witness too. It's bad enough I wasted $3 to watch this crummy pile of crap, but it's the hour and a half time I lost that I could've been doing anything else like getting a root canal or volunteering for jury duty. Getting drunk couldn't even help this video.To put it bluntly, I sincerely believe I actually lost a few IQ points during the course of watching this idiotic piece of mind-numbing "work"! Perhaps I should have followed my own advice this time. Never expect a decent film if it's written, directed and produced by the same person, and never EVER expect anything of value from Jeff Fahey.
6984_1	-	At the opposite end of the spectrum from RAIDERS OF THE LOST ARK is David Hemmings' utterly inferior adventure regarding the salvage of a World War II-era plane with a valuable cargo. Assets include beautiful New Zealand settings, Brian May's energetic music score and some dandy helicopter flying and jet boat chases. The bad, however, far outweighs the good. Donald Pleasence hams as perhaps never before; half of his dialog is almost unintelligible. George Peppard attempts an Australian (I think) accent, then gives it up halfway through. Lesley Ann Warren is at her most irritating. Ken Wahl is, well, Ken Wahl. The dialog is painful to hear and Hemmings' direction is largely inept. The script is not only obvious but terrible. Jokes fall flat, scenes carry no punch and continuity is virtually non-existent. According to the end credits, two men were killed piloting jet boats during the making of the film. What a waste.
7917_1	-	I loved All Dogs go to Heaven so much that I went to see the sequel in the theater, and I can't remember being more disappointed by a movie. The story stank worse than an over-aged sack of manure. I mean, come on! How could Carface possibly imagine being able to get revenge on an animal so much bigger than him, no matter how angry he was. Plus depicting Satan as a CAT?!?! How clich├Ò can you get? So much for the story. Is it any wonder that Don Bluth, Burt Reynolds, Melba Moore, and Vic Tayback wouldn't touch it with a 10 foot pole? The animation was absolutely wretched. The colors were all washed out, and I can't count how many times I was able to see through objects that were supposed to be solid. It had to be the worst animation I've ever seen! I usually like animated movies, but not this BOMB!
3129_7	+	although i liked this Western,i do have to say,it's not one of my favourite John Ford Westerns.for me,it just lacks a certain something that most of his other films(the ones i have seen anyway)possess)i'm nit sure what that something is.it's not something tangible.anyway,the gist of the story is about a Mormon wagon train which is being used by a band of outlaws as a hideout from a pursuing posse.Ford employs a lot of his regulars here.there are some interesting characters,some nice scenery,a bit of action,and excitement.it all adds up to a watchable experience.it's certainly not boring.just not quite up to the usual John Ford standard.for me,Wagon Master is a 7/10
11488_7	+	"Committed" is all about Graham as an irrepressible optimist who goes in search of her self-estranged husband who has gone in search of himself which all leads to a sort of kookie, upbeat comedic odyssey involving a bunch of side characters and issues. A fresh, fun, and unpredictable little flick, what "Committed" lacks in story it makes up for in good naturedness and subtle morals and maxims. If you enjoy this little chick flick, which received slightly above average reviews by critics and public alike, you might want to check out Lisa Krueger's hit Indie "Manny & Lo" (1996). (B)
12039_8	+	This isn't far away from the trash that Bollywood normally makes but there's just something really good about it.The title song is one of Bollywoods best and is haunting throughout. This is one of the films (along with Baazigar - a must see Bollywood film) that made Shah Rukh Khan and it's for this you have to check it out.Other reviews give away the story - it is a fairly basic idea - ShaRukh definitely stands out and one of his final expressions right at the end made me give this film an extra star.Its fairly cheesy but definitely worth watching if you are new to Bollywood or not! 8/10
44_8	+	Lackawanna Blues is a moving story about a boy who is raised in a house by some pretty unusual people. It's editing and soundtrack really pulls you in to the story and lets you experience the film the way the writer really meant for it to be seen.The music really tied into the story, which made the characters come to life. The editing made the story more progressive and captivating. I was also surprised by some of the performances of the cast, most notably S. Epatha Merkerson's.I can't wait to see the one man show featuring this films writer, Ruben Santiago-Hudson.
8270_10	+	hi i am john and i would like to tell you all that my dog was in this film at the baiting screen he was the pit like one, that was going to bite the man chained up. my dogs name was Colin and he stayed away filming for a week for this film. he was also in other things like crime watch uk and some other small parts. he won some dog shows but he has passed away now i miss him he was a great, true and loyal dog and we had some great times together but he got cancer which could not be treated so i had to get him put down that was the worst day of my life i hope this gives you some thing to look for in the film if you watch it again.thanks all
11070_8	+	I thought Nick Gomez's look at the gritty streets of New Jersey, where car-jackings are at an all-time high, was both thought-provoking and entertaining. This is just as good as movies like Boyz n the Hood or Menace II Society or Above the Rim. I thought the actors and the scenarios were suitable, it had a gritty realistic feel to it and was very atmospheric, whether on purpose or by raw coincidence. I liked this movie a lot, an underrated gem i found on TV and glad i caught it. Go watch this movie if you get a shot. If they don't have a DVD, they should release one. Well done Nick Gomez. IMDb Rating: 5.9. My Rating: 9/10
2282_2	-	I was supremely disappointed with this one. Having just read the wonderful Oscar Wilde story, I had hoped for at least a little of the magic to translate onto the screen. Well, there was none. This version played like a condensed, dumbed down Reader's Digest movie. Not only did it feel rushed, it was cheapened and needlessly re written. Major characters and plot points were either changed or completely removed. I appreciate the difficulties in trying to bring a novel to the screen, especially on what may very well have been a limited (TV) budget, but there is no excuse for mangling a great story in this way. I thoroughly recommend reading Wilde's tale of the depravity that exists under even the most beautiful exteriors. But I cannot advise anyone to rent this travesty.
2207_1	-	I would rather have someone cut out my eyeballs with a razor blade than have to watch this movie again. I watched it from start to end thinking it couldn't get any worse....BUT IT DID. The writers and producers should be slapped for putting this kind of crap on television. The actors are ALL terrible. Get out of Hollywood you fools and go work at McDonalds sweeping the floors and emptying the trash. Anyone that thinks this movie is even remotely decent should be hung. They are an embarrassment to humanity. To think we have soldiers putting their lives on the line for anyone that produces this kind of inane garbage. Makes me embarrassed to say I'm an American.
11005_1	-	I went into this movie with an open mind. I had been too lazy to go to the video store to pick out a movie, and my friend returned with this. I promised him I wouldn't laugh at his choice, but within the first five minutes I told him I would have to take back my promise. We kept watching, just hoping it would get better, but no; a continual mind-rape followed.This "movie" was probably one of the worse ever committed to film, and surely deserves a place on the IMDb Bottom 100. I really don't know how this got distributed. The lighting was poor. I have seen better acting in elementary school plays. There is really nothing positive to say about it.
7437_10	+	I cannot believe how perfect this movie is. Great CG graphics, good storyline, and the fights, oh the fights!!! This movie was great!! The characters. They look real enough to be considered real. They definitely resemble the ones from the game perfectly. The scene in which....well all the scenes, made my jaw drop. Fantastic 10/10 graphics The story. Perfectly explained. Plus the way Aeris comes to help Cloud at many different times in the movie. They explain it very well, and make your jaw drop from how perfect it is. But the repetitive fights do take some story out, but that is only a minor thing. Story 9.5/10 Everything else, great. The movie was just amazing. I really do not know what more i can say except that this movie was pretty much perfect. I LOVED IT!!!
3585_10	+	I think that this short TV series, was absolutely wonderful, and gave both a in-depth and clear explanation of everything that was on the screen at the given time. This was by far David Attenborough at his best. I personally thought this was one of the best documentaries in the past decade. This is definitely worth peoples money!I also found the bit about the abyss and deep water the most fascinating and interesting part. It was incredible to find out that the 'Blue planet' team discovered more than 10 new species of underwater life! In this documentary Attemborough almost certainly lived up to his high reputation. This was a masterpiece and will always be considered to be one of the best modern documentaries Many congratulation's to the 'Blue planet' team.
7586_9	+	I have seen over 2000 Studio-Era sound films-- including lots of Judy Garland, Lena Horne, Shirley Jones, and Deanna Durbin's own Universal features-- plus a decent amount of live and studio-recorded musical comedy and opera. And I assure you, no one tasked with singing in front of a camera and microphone, or maybe anywhere ever, HAS EVER TOUCHED DURBIN'S SOLO here...mono soundtrack and crap 1930s microphones and all. The kid from Canada sings this bit from "Il Bacio" like she lived and wrote it herself and then happened to show up for a retrospective in Italy late in her career, not like a child who learned it from her music teacher.If you skip this Extra on the DVD-- or skip ahead to the Garland solo-- you are just depriving yourself, since this cheap MGM teaser just happened to capture one of the greatest performances of the 20c.
4031_1	-	This was so poor I had to turn it off in the end. I have never watched such a pathetic film. I love B movies and was looking forward to more of the same but was sadly disappointed.This has the worst acting/plot/direction/writing, etc...... of anything I have ever seen in my life!My advice to anyone thinking or watching/buying/renting, don't go there!
7335_10	+	Wow what can I say it was a good movie, very different to all the boring remakes we see lately the only thing I would have liked to see a bit more of an ending like when Jane left her husband Im guessing she was going to Serena cause she fell for her,not just her but everything that she is,I so wish Producers would actually show that sort of ending instead of leaving to it your imagination sort of ending I really hate it when they do that. The aerial acts looked like fun but I guess you'd have to be light and muscly, I would like to see more movies like this one, maybe the could do a sort of sequel of Jane and Serena.If I were in Jane's shoes I would have went for the girl too she was attractive.
5412_10	+	Wow. When I went to this film at the Toronto film festival I had no idea what I was in for. This movie takes you on an emotional roller-coaster in the best sense of the term. Sigourney Weaver was better than I've seen from her in years; Emile Hirsch was great and Jeff Daniels broke my heart. I can see how this won't be every person's cup of tea, as at times it deals with some pretty harsh things that can happen to a family. Don't get me wrong -- it's really funny too -- at my screening the audience burst out in applause after laughing over and over again. I just think if you're open to examining your own life, Imaginary Heroes will sincerely touch you. I can't wait until it comes out in theaters.
5141_1	-	I watched this movie so that you don't have to! I have great respect for Kris Kristofferson, but what was he thinking? He did this for scale? At least the film's title practices truth in advertising, since people and objects routinely disappear throughout the film, adding to the confusion. Kristofferson mentions this in his commentary that even he wasn't sure if Genevieve Bujold's character really existed. This does not bode well for the viewer being able to follow the story!The "making of" feature was far more interesting than the movie itself. It explores the difficulty cobbling together funding for an indie, even as the film is being shot.To it's credit, this movie is visually pleasing and doesn't in any way look like a movie made with just slightly over 1M. Too bad the money wasn't spent on a better project.
7473_7	+	I don't know what the critics were viewing when this movie was released, but it slipped by them unnoticed. It is well written, witty, satirical, and thoroughly enjoyable. It's like a video game brought to life. You never know who's behind the door or what will happen next. The violence is not gratuitous nor overdone for splatter effect.One last word: For you Mickey Rourke fans...the Mickster is back and at his coolest in the cameo performance at the end.
2801_1	+	This is possibly the worst of the worst. I am a huge fan of the horror movie industry and I can believe this movie was allowed to be made. The acting was juvenile and the story completely idiotic. The camera work was also juvenile. One scene that comes to mind is outside a store. It is nighttime and you can see the moon, yet the characters all have shadows that cast on the wall. There was no street light to be seen. One character gets gutted at one point, yet manages to resurface later after removing herself from a post. Come on!!! It felt like I was watching a middle school play. I kept expecting the characters to wave to their family members off camera and mouth "hi mom". I can only give it two positive comments...it ended and it was good for a laugh. Please do not rent this movie!!!!
10779_2	-	I rented this movie because the cover was cool looking, the first 15 minutes of the movie are okay and somehow interesting, but once the young woman and her little sister go on their trip everything goes to hell and the movie becomes boring.
6757_10	+	A brilliant animated piece that was far ahead of its time, and certainly far ahead of anything that was being released in mass production at the same point in history. The influence of this work upon Tim Burton's "Nightmare Before Christmas" is readily apparent. One can only imagine how Starewicz slaved over every beautifully detailed frame of this masterpiece.There have been very few animated films of this caliber. It's a shame that more people haven't seen this gem.Apparently, IMdB now requires comments to be at least ten lines long, so this is the tenth line. This must be something new - but I really don't have anything else to say!
5608_3	-	Simply put this movies is without any substance whatsoever. Just take my word for it and save yourself the time it is a complete DUD!! I would say the characters are one dimensional but that would imply there was some sort of character development. I thought Eric Roberts was going to jump out any second it was so close to B-Movie status. The girl from That 70's is beautiful...but unless you are a stalker type fan of hers this movie has nothing for anyone. Avoid..Avoid...AvoidThis movie was straight to DVD for a reason...that being...it is a train wreck!!!
8621_2	-	More suspenseful, more subtle, much, much more disturbing....
6967_9	+	Ghoulies 4 is pretty ghoulish sequel. The ghoulies look very different from the first three ghoulies, but there still cool. There are some nice flash backs, from Ghoulies the first movie. Jonathan is back once again in this one. He wasn't in parts 2 or 3 though. The movie is low budget at times, but fun to watch. You've got Tony Cox as the Dark Ghoulie and Arturo Gil as the Light Ghoulie. The ghoulies in this movie are actually good guys, instead of evil like in the first three movies. Both Ghoulies are pretty funny characters in the movie. Then you've got the very hot Alexandra! It's a great dark comedy and funny! Any fan of the ghoulies movies will enjoy watching Ghoulies 4. The DVD is finally coming out this July 2007! Hopefully one day Ghoulies III will be on DVD in the USA. I'd really like to see a sequel to this movie one day too. I doubt it will happen though. It's 2007 now and no sign of a sequel yet. If there ever is a sequel I hope Jim Wynorski will make it.I give Ghoulies IV a 9/10
2167_9	+	I'm a sucker for a decent superhero movie. (I'm not counting super bug budget, no storyline Batman's either)A couple of my favorites are The Phantom and a budget movie called The Demolitionist. The Black Scorpion can be added to that collection.If you've seen the Demolitionist then get this movie. It's basically a copy of that heroine. (It even stars the same guy in both movies)If you haven't, then let me explain...a cop's father is murdered and she seeks vengeance. She laces up the black outfit (a sexy catwomanish, skimpy outfit that looks absolutely great on Joan Severance) and goes out to kick some booty.It's a fun, action packed movie, mind you, you may not wish the kids to see it...without screening it first to see if you approve of the pretty graphic sex scene Severance has in it. Which in my opinion, was a bonus (alright, give it an extra star <grin>)
9155_3	-	Great book, poorly done movie. Cheesy performances and contrived situations make this movie a sentimental bore-fest. Flat and uninspired work from most of the actors leaves this film in the After School Special category. No doubt there is a lot of talent to be tapped in this cast and crew but something went horribly wrong The very talented Gretchen Mol attempts to pull this film out of the mire but even she can't seem to rise above the silly dialogue. Feels like everyone just phoned it in. Even the makeup (Mulrooney ages 20 years over the course of the film) looks amateurish and crude. Don't waste your time on this clunker.... go read the book.
9470_4	-	Telly Savalas hams it up as the Mexican revolutionary (though he's matched by Chuck Connors as a military martinet) in this jokey yet rather boring pastiche on the famous historical figure's life and times. An earlier attempt, VILLA RIDES! (1968) with Yul Brynner in the role and co-starring Robert Mitchcum, dealt with these events more soberly and on a grander scale. As such, PANCHO VILLA is an all-too typical European venture and an undistinguished one at that, despite its credentials; the end result is more often silly rather than amusing - though a few moments, most notably the action set-pieces and a scene involving a brawl inside a church, offer some mild pleasure. Oh, and Savalas even gets to sing over the end titles!
5172_1	-	Oh dear, just what we need another Essex -Cockney garbage effort chronicling the rise of the UK footy hooligan/ rave gangster who did of course follow West 'am (East Londan/Essex style). Didn't anybody tell you that they won the world cap!? And then of course the inevitable decay into UK rave culture underworld. Blah blah blah. Why how and who would want to fund a film like this i do not know but lets pray that it was from Private financiers (lets see ex drug dealers, merchant bankers -we all know what to call them, and the rest of the mockneys) rather than publicly funded means. Hopefully with the recession we will not see the like of this again. If we do we will be calling the death knell for British films and of course we will all be able to blame Britains number one Mockney Country gent wannabee gangster Guy Ritchie.
8066_7	+	Mary Pickford plays Annie Rooney--the daughter of a cop that lives in the tough part of town. She is a rough and tumble young lady of indeterminate age (somewhere between 12 and 16) who loves to scrap but down deep has a heart of gold.This is a very typical style of film for Mary Pickford. Like so many of her films, she plays a young girl--even though she was nearly 40 when she made LITTLE ANNIE ROONEY. And, like so many other stories, she was both plucky and courageous. As a result, I had a strong feeling of d├â┬Òj├â┬á vu. Now if you haven't seen her other films, this isn't an issue. However, she is essentially playing a character much like the one in SPARROWS or DADDY LONG LEGS--though these two other films are a lot better. Now this isn't to say this is a bad film--just that it's certainly not among her best work--mostly due to a rather "schmaltzy" story that is very heavy on sentiment but not especially convincing. Entertaining but not essential viewing unless you are a huge fan of the silents.
2706_1	-	The first time I watched this movie I was ten years old. I thought it was bad then, and at that age I had no cinematic taste whatsoever. I watched this movie on Cinemax about 3 days ago and was reminded why I hated the movie in the first place. Madonna's character, Nikki, is annoying and obnoxious. There's no way that the main character would ever fall in love with her. The jokes were corny and the dialogue was worse than a t.v. soap opera!! I'm glad that I didn't see this movie at the theatre, or rent it. I feel bad for my parents who had to endure watching it with me! Madonna is not necessarily a bad actress, but in this role she is portrayed as a complete idiot.
11777_1	-	Watched this piece ONDEMAND because the description was kind of outlandish. This film stinks of cocaine, the opening scene alone must have cost at least five figures in blow to film. This is a racist, homophobic piece of garbage that plods along for a good 1hr and 22mins with absolutely no direction. I am a little confused on how this has good reviews here. I won't bother telling you the plot line because as far as I can tell there is no plot. I'm pretty sure everyone showed up to the set everyday did giant lines, dressed Loretta Switt in plunging necklines to show as much flapjack breastage as possible and yelled action; letting the cast improvise in a cocaine frenzy. Much like real beer this movie nearly caused my liver to fail half way through. Save your money, and watch 'Strange Brew' instead.
4396_1	-	This has to be one of the biggest misfires ever...the script was nice and could have ended a lot better.the actors should have played better and maybe then i would have given this movie a slightly better grade. maybe Hollywood should remake this movie with some little better actors and better director.sorry guys for disappointment but the movie is bad.If i had to re-watch it it would be like torture. I don't want to spoil everyone's opinion with mine so..my advice is watch the movie first..see if u like it and after vote(do not vote before you watch it ! ) and by the way... Have fun watching it ! Don't just peek...watch it 'till the end :))))))))) !!
4115_8	+	I really enjoyed this film, it definitely keeps you on the edge of your seat. It was very well directed. I think it was important that they showed the other couple's life as well as Terry and Bobbys and show them as people with emotions. As this film needed to show Bobby as a cold and vindictive person.I agree with another review it was sick love, not true love. He didn't need to go to great lengths as murder to give his wife a baby. He should have been honest with her and told her that he was sterile and decide to adopt a baby together. Some reviews say that she was naive, I think she was when it came to the adoption, however best actors all round. Great movie to watch!!
4972_8	+	Brian Keith as Cole Wlikerson and Richard Jaeckel as Wade Matlock make excellent villains. They just love intimidating the locals in the most brutal way possible, and sneer sexily at any suggestion that there might be a more humane way to achieve their ends. It's a pity that goody-goody Glenn Ford gets in their way.
1920_10	+	Filmmakers made a rather boring everyman's story look interesting and complex by focusing on his wife back at home. At the same time, we're exposed to a truly original, existential French loner. The film is more than a documentary. Hardly ever do I feel that I've experienced something that's accidentally profound, which makes it all the more profound.Film has visually interesting interior moments. Absolutely loved the journey the filmmakers took me on. (Quite a lot of Europeans in the credits). Hopefully, PBS will screen this so that it reaches a wider audience in the USA.
11758_7	+	This delightful movie tells the story of buds. And it's incredible. You'll laugh, and you'll smile, and you'll laugh. It's really all about the laughs. When Jon Bon Jovi is funny in a movie, it's a heck of a movie! 'nuff said. Now go watch it!
11218_8	+	An Eko-centric episode the "?" explores the aftermath of the tragic events that rocked the castaways in the previous one. As the main characters John, Locke, Sawyer, Kate and Hurley come to terms with the incident in the hatch, Locke and Eko set out to find out where Henry took off to. As it turns out Eko is on a mission of his own trying to figure out the symbol ? which Locke had drawn on his sketch. We see flashes of Eko's life in Sydney as a priest who comes in contact with his brother through a stranger. We also witness the tragedy that struck the hatch boil down to a room temperature as Michael continues to remain a mystery.An excellent LOST episode with many interesting turns.
11084_7	+	I am not a fan of Sean Penn, but in contrast to my German colleague whose review appears here, I think he was perfectly cast as the neurotic, druggy character in this film. He has every nuance perfected and reminded me of several acquaintances who had similar tastes in "recreational chemistry." I saw this film but once, 10-15 years ago and this is the only part of the film that was etched indelibly on my mind. I don't say it very often, but in this case I will: Bravo, Sean Penn! As for the story line, well, it's based on fact, and as such, it is a tragedy that people would sell their country's secrets to the then enemy. Again, Penn has shown what you can do if you disagree with the administration. Use the freedoms you have, paid for in blood; don't break the law.
2875_2	-	I really like Salman Kahn so I was really disappointed when I seen this movie. It didn't have much of a plot and what they did have was not that appealing. Salman however did look good in the movie looked young and refreshed but was worth the price of this DVD. The music was not bad it was quite nice. Usually Indian movies are at least two to three hours long but this was a very short movie for an Indian film. The American actress that played in the movie is from the television hit series Heroes, Ali Larter. Her acting had a lot to be desired. However she did look good in the Indian dresses that she wore. All the movie had not a lot to be desired and I hope Salman does a lot better on his next movie. Thank you.
4068_1	-	I can't believe that someone actually paid to have this film made. Stupid, unrealistic, and stereotypical. Right from the take off of the massive 747 the pilot pulled the throttles back to increase speed. then you have 5 armed persons with semi to fully automatic weapons firing without so much as one bullet breaching the walls of the pressurized cabin at 38,000 feet. Then once below in the belly of the plane a stray bullet hits a FUEL line and we see the fuel leaking from the side of the plane. The acting was just horrid and forced. There just didn't seem to be any direction. I have seen some pretty horrid B movies in my lifetime but with the names that were in this film I was extremely disappointed.
10455_1	-	This movie was beyond awful, it was a pimple on the a*s of the movie industry. I know that every movie can't be a hit or for that matter even average, but the responsible parties that got together for this epic dud, should have been able to see that they had a ticking time bomb on their hands. I can't help but think that the cast would get together in between scenes and console each other for being in such a massive heap of dung. I can hear it now, "You getting' paid?" "Nope, you?" I understand that this flick was more than likely made on a shoe string budget but even with that taken into account, it still could've been better. You wait for the appearance of a monster/creature and when you finally see it, it's a big yawn.I'm so mad at myself for spending a 1.07 on this stinker!!!
3707_3	-	Bill Rebane's "The Capture of Bigfoot" is one of the most awful horror movies ever made.A greedy sawmill owner Harvey Olsen(Richard Kennedy)decides that he wants Bigfoot captured at all costs.However local game ranger Dave Garrett(Stafford Morgan)learns that the Bigfoot used to live in peace upset by a geological expedition,and sets out to protect the creature.There is nothing even remotely interesting in this piece of crap.The film is extremely dull and filled with horrible songs and cheap special effects.No gore,no suspense-just gigantic boredom.Avoid this horrible junk like the plague.
5554_4	-	what a lousy movie, took me 3 times to finish it. The thing i disliked the most was the infantile sense of humor. jokes made by a 10 years old child. not funny. pretty annoying actually, for example when the detective cant get a place at the bar he yells "she's taking it all off" and then they all run "fast foreward" slapstick kinda' rush. so stupid. and also a guy sitting at the bar smashing fruit to work out his post traumatic stress disorder. on the bar! and the bartender is supplying him with more and more fresh fruit. thats supposed to be funny? and i mean ... i love good ol' exploitation gore flicks, and saw a lot of terrible movies, but his one is plain bad. and also the "gore" is not that exciting. don't bother. i wouldn't recommend it.
11024_9	+	Niagara, Niagara is a stunning and heartbreaking story about the two outsiders Seth and Marcy. Robin Tunney gives a fantastic performance as Marcy suffering from Tourette's Sydrome, getting sicker and sicker as the movie progresses. This movie is not very optimistic and it's very hard emotional, but at the same time very romantic. It's hard to explain, but see it and find out for yourself. It's definitely worth it.
5501_7	+	Written by brilliant Monkees' TV writers Gerald Gardner and Dee Caruso,WHICH WAY TO THE FRONT was the last of the "Jerry Lewis" movies until "Hardly Working" almost a decade later. Jerry's comedy is evidently an acquired taste, and admittedly he can occasionally be his own worst enemy when he helms as producer/director--but even in the dreariest of his films, there are always moments of brilliance.WHICH WAY manages to be amusing,entertaining and yes,quite funny. It is somewhat unlike any of the typical Lewis films.The pace is very upbeat and ther are lots of excellent supporting players--a kind of JERRY DOES HOGANS HEROES.The whole thing looks kind of like an unsold TV pilot and you will either love it or hate it---but hopefully YOU VILL LAUGH
7331_1	-	Very simply, they are all the syndicated episodes and NOT the original uncut/unedited NBC episodes. It is NOT the complete first season, all eps are edited to conform to 21:00 for syndication meaning jokes are cut, an extra commercial fade is included, all of the Harvey Korman intros are not here...very poorly done! Shame on a series I've been waiting for....booooooooooooooooo! If you're a true die hard Mama fan, don't buy this and go to http://www2.warnerbros.com/web/main/help/whv/customer_service.jsp and send them comments on why we're unhappy on this butcher job to a classic sitcom!
9467_9	+	This movie is a great movie, however it is, as most movie highly predictable. The greatest highlight of the movie of course is the star character Amanda Bynes, who is absolutely gorgeous and hilarious. She is one of very few people in this world who can use all 53 muscles in her face to make the most strangest and gut-busting faces ever made. It's good for the kids, and contains upper male nudity and suggestive nudity towards the end. All in all, they did a good job updating an old classic, and deserves to rest on the movie stand along with O and 10 Things I Hate About You. The other actors also do a swell job, in many of their first time debuts.
881_4	-	Richard Gere and Diane Lane star in a chick flick romance with the sort of ending I get really angry about...lets just say its not my cup of tea, just like the dime store romances are not my cup of tea.The plot has a doctor stopping at an inn and meeting a woman that he has a deep but brief affair with. He goes off to meet his estranged son and she goes back to her life.Well acted and well made the filmmakers forgot to get a real plot line. This is the stuff of dime store romances that makes the women swoon and the men shake their head in disbelief. I wouldn't be so adverse to the film as a mindless romance, except that the film takes a turn in the final reel that is so out of left field as to be completely unbelievable. Why must certain types of movies do stupid things like this? It really ruined it for me.If you like romance give it a shot, though wait for cable.
5255_7	-	My sisters and my cousin(female) forced me to see this chick movie. Its not the kind of movie I would prefer to see, but it really wasn't that bad. I wouldn't want to see this movie, but after watching it I couldn't say it was bad, just not my kind of film. It was very accurate in acting out what woman really talk about and do in certain situations. As a guy, I wasn't TOO amused by the jokes, but man the women sure were. They related to the movie and yeah it was funny to see themselves on the big screen. "OH EM GEE I DO THAT TO HAHA" I've never seen the original, nor would I care to. If you are a girl, this is a must see, but maybe girls would say this movie sucked, probably. I don't see a 13 year old going, "Wow I remember going threw that when I was 30."No man would have this in there collection, but I can't say it was horrible, so meh.
5648_1	-	Words fail me for this appalling waste of two hours of anyone's life. The story is contrived to the point of complete incredibility. The acting is leaden and so much of this is laughably dreadful. Vinnie Jones - so wonderful in Lock Stock and Two Smoking Barrels, is unbearably awful and unbelievable as Mike Sullivan, journalist.I honestly can't ever remember seeing a worse film. It's only worth watching for the appalling continuity lapses. After Jones is handed a huge beating he emerges without a scratch on him. His girlfriend upends a drink over him and he chases her, emerging from the pub bone dry. It's quite dreadful, made all the worse by the talented actors who appear in it.
4614_8	+	In this flame of emotion we are introduced to several different high-school youngsters during one eventful day at school. All of them struggle with belonging,finding them selves and keeping their painful secrets from being revealed.Has the feel of a coming of age documentary focusing on students inner landscape and their way of dealing with everyday challenges.Gets of with a powerful opening and develops like a hymning requiem.Thalluri moves the camera with great skill and invites us slowly into the youngsters minds and hearts. A fictional reconstruction that enlightens us all and reminds us of the frailty of youth.One of the most important films of today. every teenager should be given the opportunity to see this moving piece of film.
7910_10	+	Finally I discovered what I thought I remembered as a four year old. After seeing the 1960 color version on VHS, I kept saying I remembered seeing it in black and white 2 times before. Now the IMDb has helped me to know the truth, that it was broadcast twice (2 productions) in black and white in 2 successful years, 1955 & 56. These are the ones I remember best as a four year old. I didn't realize the 56 broadcast was not the same as the 55. In 1960, I was 9 and the color production just didn't do it for me. The black and white version was wonderful with just as much awe and wonder impact as the high tech films of today, even without any computer effects. You had to have been there! Please comment if you had a similar reaction to the b&w version.
6450_1	-	Tug-3 is absolutely right. Although I am sure that Mr. Osmond wanted to make a sincere, heartwarming Christmas movie, this one is as cynical and creepy as they come. The religious significance of Christmas is forgotten and replaced with cute kids, clueless grownups, and dopey villains. The production values demonstrate that this was either filmed on a shoestring or by truly inexperienced filmmakers-- I suspect the latter, unfortunately. The worst part, oddly enough, really is the music. You would think someone with a long-standing musical career could do better than the title song, but you would be wrong. Even my mom didn't like this movie, and she likes the Osmonds AND sappy stuff.
4922_1	-	Movies just don't get worse than this. Horrible plot, terribly timed, pathetic characters and effects and yes this is using "B" standards.And for the guys: nothing, this movie is a terrible let down, couple scenes that could have been great but you get nothing but build up with no delivery.This movie appeals to no one, horrible movie,it had bad; plot, acting, "B" flavor, special effects and everything else. Plus no nudity or erotics for guys or the girls.
3528_10	+	This was a great 1981 film which had a great story about three men and two girls who go on a camping trip together and go through thick woods and high mountains with a great water fall. This group of people run into property owned by George Kennedy, (Roy McLean) who plays the role as a Forest Ranger and rides a white horse. Roy McLean warns these young people that where they are going is no area for camping and they should turn back. Of course these young people pay no attention and proceed to have a ball swimming in the nude near the water fall and playing great music and dancing by the fire and having plenty of beer and wine. There is an old wooden one room school house that draws the gals and guys inside and it is from that point on the film starts to get very scary. There is one occasion when a young girl has to climb a tree in order to get away from a human beast who desires her body and starts chopping the tree down in order to capture her. Don't miss this film, there is plenty of everything.
5527_4	-	The problem with making a movie like this, though, is that the finale, the cr├â┬¿me-de-la-creme of the movie, the battle between the two souped-up ships, must be done well. Disappointingly, this scene in Ironclads is obviously done completely with little model ships in an overgrown tub. There's no tension, little explanation of what exactly is going on and what the timeframe is of the stand-off.The film takes quite a few liberties with the surrounding story, as all true stories do when converted to a movie, such as the Union traitor and most notably that of Betty Stuart (Madsen), a Virginia belle.It resorts to making a possibly-decent movie involving an interesting story on the ironclads to preaching about the evils of slavery. It was out of place in this historical drama, and was a cheap ploy to bring in the women viewers. It only succeeded in lessening the positives about the film.
2818_2	-	Could easily have been better. In fact maybe so much so that if the filmmaker hadn't tried even as hard as he did, it might have actually been better.On a good note. The lighting was reasonably okay. But pretty much everything else was lacking. Wobbly camera work. (Yeah, yeah, I know, that's supposed to be the style now.) Poorly recorded audio. And editing that looked like someone watched too many Ulli Lommel movies (which are some of the worst edited movies.) To sum it up, the movie seemed to be a rationalization for the director/writer/main-character to get some young women naked, put them in fake bondage, and grope them, while saying "menacing" things.
1798_3	-	Roeg's take on Conrad's "Heart of Darkness" was not quite what I had expected. Although based on one of history's most studied and interesting texts, the film just became sort of dull. The story just never manages to grasp the viewer. It just comes across as indifferent in a way.The traces of the text are easily spotted, but still this is not really Conrad's "Heart of Darkness". Benedict Fitzgerald's (who also wrote "The Passion of the Christ") script just uses Conrad as an inspiration, and thus becomes Fitzgerald's "Heart of Darkness". The film is just not worth it, unless you are particularly interested in Conrad or perhaps John Malkovich.
